ステップ見出しタイトル 一意一覧（意味グループ順）
抽出対象: Math_Prompt直下の m-*.txt（Math_Question内の生成問題は除外）
一意タイトル数: 1576
形式: グループ	タイトル	出現数	例
13 データ・確率を扱う	標本の大きさを考える	2	m-jh3-D-01-01b.txt:146, m-jh3-D-01-01b.txt:202
13 データ・確率を扱う	標本の大きさを確認する	1	m-jh3-D-01-02b.txt:151
13 データ・確率を扱う	標本の数を考える	1	m-jh3-D-01-01b.txt:105
13 データ・確率を扱う	標本を考える	2	m-jh3-D-01-01b.txt:138, m-jh3-D-01-01b.txt:194
13 データ・確率を扱う	母集団でも同じ割合と考える	1	m-jh3-D-01-03b.txt:107
13 データ・確率を扱う	母集団を考える	2	m-jh3-D-01-01b.txt:129, m-jh3-D-01-01b.txt:186
13 データ・確率を扱う	母集団全体の世帯数に割合をかける	1	m-jh3-D-01-03b.txt:114

## 14 検算・答え・条件を確認する
14 検算・答え・条件を確認する	$0$ が含まれるか確認する	1	m-jh3-B-01-06b.txt:159
14 検算・答え・条件を確認する	$2x+3y=16$ も成り立つか確認する	1	m-jh2-A-03-01s.txt:153
14 検算・答え・条件を確認する	$45^\circ$ の作り方を確認する	1	m-jh1-C-01-13b.txt:355
14 検算・答え・条件を確認する	$AB$ の分け方を確認する	1	m-jh3-C-01-08b.txt:216
14 検算・答え・条件を確認する	$AC$ の分け方を確認する	1	m-jh3-C-01-08b.txt:222
14 検算・答え・条件を確認する	$\sqrt{3}$ の係数を確認する	1	m-jh3-A-04-11b.txt:76
14 検算・答え・条件を確認する	$a$ にあたる数を確認する	1	m-jh3-A-01-09b.txt:114
14 検算・答え・条件を確認する	$a$ の値を確認する	2	m-jh3-A-02-03b.txt:81, m-jh3-A-02-03b.txt:124
14 検算・答え・条件を確認する	$a,\ b,\ c$ の値を確認する	2	m-jh3-A-05-06s.txt:84, m-jh3-A-05-06s.txt:134
14 検算・答え・条件を確認する	$a,b$ にあたる数を確認する	1	m-jh3-A-01-09b.txt:77
14 検算・答え・条件を確認する	$a,b,c$ を確認する	2	m-jh3-A-05-06b.txt:84, m-jh3-A-05-06b.txt:122
14 検算・答え・条件を確認する	$x$ をふくむ項を確認する	1	m-jh1-A-02-05b.txt:140
14 検算・答え・条件を確認する	(1) $2\le x\le 4$ で、$0$ が含まれるか確認する	1	m-jh3-B-01-06b.txt:105
14 検算・答え・条件を確認する	(2) $-4\le x\le 1$ で、$0$ が含まれるか確認する	1	m-jh3-B-01-06b.txt:123
14 検算・答え・条件を確認する	1個の値段を確認する	1	m-jh1-A-02-03b.txt:67
14 検算・答え・条件を確認する	1次式でない部分を確認する	1	m-jh1-A-02-05b.txt:165
14 検算・答え・条件を確認する	2つの面が交わる直線を確認する	1	m-jh1-C-02-05b.txt:175
14 検算・答え・条件を確認する	5つの値を確認する	1	m-jh2-D-02-04b.txt:124
14 検算・答え・条件を確認する	①−②で、$x$ が消せることを確認する	1	m-jh2-A-03-02s.txt:87
14 検算・答え・条件を確認する	①＋②で、$x$ が消せることを確認する	1	m-jh2-A-03-02s.txt:151
14 検算・答え・条件を確認する	①＋②で、$y$ が消せることを確認する	1	m-jh2-A-03-02b.txt:149
14 検算・答え・条件を確認する	いくつかの値で確認する	2	m-jh1-B-02-06b.txt:70, m-jh1-B-02-06b.txt:95
14 検算・答え・条件を確認する	かけ算の形にして、文字の数を確認する	2	m-jh2-A-01-02b.txt:75, m-jh2-A-01-02b.txt:104
14 検算・答え・条件を確認する	それぞれの方程式を確認する	1	m-jh3-A-05-01b.txt:77
14 検算・答え・条件を確認する	まず $x+y=6$ を満たす候補を確認する	1	m-jh2-A-03-01s.txt:142
14 検算・答え・条件を確認する	もとの式に戻す	5	m-jh3-A-04-12b.txt:135, m-jh3-A-04-12s.txt:88, m-jh3-A-04-12s.txt:151, m-jh3-A-04-13b.txt:98, m-jh3-A-04-13s.txt:95
14 検算・答え・条件を確認する	一定になっている量を確認する	3	m-jh1-B-02-01b.txt:98, m-jh1-B-02-01b.txt:145, m-jh1-B-02-01b.txt:196
14 検算・答え・条件を確認する	与えられている情報を確認する	1	m-jh3-C-01-04b.txt:124
14 検算・答え・条件を確認する	中心からの距離の比を確認する	1	m-jh3-C-01-08b.txt:284
14 検算・答え・条件を確認する	中心からの距離を確認する	1	m-jh1-C-01-05b.txt:314
14 検算・答え・条件を確認する	交線を確認する	1	m-jh1-C-02-05b.txt:118
14 検算・答え・条件を確認する	代金の求め方を確認する	1	m-jh1-B-01-06b.txt:113
14 検算・答え・条件を確認する	何を基準にするか確認する	1	m-jh1-A-01-02b.txt:66
14 検算・答え・条件を確認する	係数を確認する	1	m-jh3-A-04-12b.txt:78
14 検算・答え・条件を確認する	先に2乗する部分を確認する	1	m-jh3-A-04-03s.txt:75
14 検算・答え・条件を確認する	具体的な数で確認する	9	m-jh1-A-02-01b.txt:83, m-jh1-A-02-01b.txt:118, m-jh1-A-02-01b.txt:153, m-jh1-A-02-01b.txt:195, m-jh1-A-02-01b.txt:234
14 検算・答え・条件を確認する	各項の次数を確認する	2	m-jh2-A-01-03b.txt:80, m-jh2-A-01-03b.txt:113
14 検算・答え・条件を確認する	同じ平面上にあるかを確認する	1	m-jh1-C-02-02b.txt:127
14 検算・答え・条件を確認する	同じ文字 $a$ が共通していることを確認する	3	m-jh1-A-02-06b.txt:107, m-jh1-A-02-06b.txt:166, m-jh1-A-02-06b.txt:195
14 検算・答え・条件を確認する	同じ文字 $x$ が共通していることを確認する	2	m-jh1-A-02-06b.txt:78, m-jh1-A-02-06b.txt:137
14 検算・答え・条件を確認する	因数を確認する	1	m-jh3-A-05-02s.txt:114
14 検算・答え・条件を確認する	垂線であることを確認する	2	m-jh1-C-01-10b.txt:147, m-jh1-C-01-11b.txt:148
14 検算・答え・条件を確認する	基準を確認する	3	m-jh1-A-01-01s.txt:94, m-jh1-A-01-19b.txt:70, m-jh1-A-01-19b.txt:95
14 検算・答え・条件を確認する	変域を確認する	1	m-jh3-B-01-09b.txt:193
14 検算・答え・条件を確認する	対称の中心を確認する	1	m-jh1-C-01-07b.txt:115
14 検算・答え・条件を確認する	対称の軸を確認する	1	m-jh1-C-01-06b.txt:138
14 検算・答え・条件を確認する	平方して確認する	1	m-jh3-A-04-16s.txt:139
14 検算・答え・条件を確認する	式の各項を色分けして確認する	2	m-jh2-A-01-03b.txt:75, m-jh2-A-01-03b.txt:108
14 検算・答え・条件を確認する	折り目を確認する	1	m-jh1-C-01-13b.txt:229
14 検算・答え・条件を確認する	折り返す直線を確認する	1	m-jh1-C-01-06b.txt:213
14 検算・答え・条件を確認する	文字に入る数を確認する	14	m-jh1-A-02-04b.txt:76, m-jh1-A-02-04b.txt:103, m-jh1-A-02-04b.txt:130, m-jh1-A-02-04b.txt:157, m-jh1-A-02-04b.txt:183
14 検算・答え・条件を確認する	方眼の目盛りを確認する	1	m-jh1-C-01-03b.txt:133
14 検算・答え・条件を確認する	有効数字3桁を確認する	1	m-jh3-A-04-18b.txt:141
14 検算・答え・条件を確認する	有理数だとわかるものを確認する	1	m-jh3-A-04-06s.txt:118
14 検算・答え・条件を確認する	条件に合うか確認する	2	m-jh3-A-05-11s.txt:202, m-jh3-A-05-11s.txt:343
14 検算・答え・条件を確認する	条件に合う式を選ぶ	1	m-jh1-A-02-05b.txt:175
14 検算・答え・条件を確認する	条件に合う組を探す	2	m-jh3-A-02-02s.txt:95, m-jh3-A-02-02s.txt:143
14 検算・答え・条件を確認する	条件に合う自然数を答える	2	m-jh3-A-04-16b.txt:90, m-jh3-A-04-16s.txt:98
14 検算・答え・条件を確認する	条件に合う解を選ぶ	4	m-jh3-A-05-09s.txt:106, m-jh3-A-05-09s.txt:182, m-jh3-A-05-10s.txt:111, m-jh3-A-05-10s.txt:190
14 検算・答え・条件を確認する	検算する	11	m-jh1-A-03-09b.txt:80, m-jh1-A-03-09b.txt:122, m-jh1-A-03-10s.txt:106, m-jh1-A-03-10s.txt:166, m-jh1-A-03-11s.txt:176
14 検算・答え・条件を確認する	正の向きを確認する	1	m-jh1-A-01-01s.txt:99
14 検算・答え・条件を確認する	正の数と負の数を確認する	1	m-jh3-A-04-01s.txt:90
14 検算・答え・条件を確認する	正の数を確認する	1	m-jh3-A-04-01b.txt:127
14 検算・答え・条件を確認する	直方体の隣り合う面であることを確認する	2	m-jh1-C-02-04b.txt:274, m-jh1-C-02-05b.txt:179
14 検算・答え・条件を確認する	真ん中の項を確認する	2	m-jh3-A-02-03s.txt:83, m-jh3-A-02-03s.txt:134
14 検算・答え・条件を確認する	確認する	2	m-jh3-A-02-01s.txt:135, m-jh3-A-04-17b.txt:124
14 検算・答え・条件を確認する	空欄の $x$ の値を確認する	2	m-jh1-B-01-11b.txt:74, m-jh1-B-01-11b.txt:112
14 検算・答え・条件を確認する	符号が同じか異なるかを確認する	8	m-jh1-A-01-05b.txt:70, m-jh1-A-01-05b.txt:107, m-jh1-A-01-05b.txt:144, m-jh1-A-01-05b.txt:181, m-jh1-A-01-05b.txt:213
14 検算・答え・条件を確認する	符号を変えた数も確認する	1	m-jh3-A-04-01s.txt:129
14 検算・答え・条件を確認する	答えを確認する	2	m-jh3-A-04-17s.txt:100, m-jh3-A-04-17s.txt:169
14 検算・答え・条件を確認する	縮尺を確認する	1	m-jh3-C-01-12b.txt:117
14 検算・答え・条件を確認する	置き換える部分を確認する	1	m-jh3-A-01-07s.txt:101
14 検算・答え・条件を確認する	自然数を確認する	1	m-jh3-A-04-16b.txt:119
14 検算・答え・条件を確認する	解を確認する	4	m-jh3-A-05-03b.txt:155, m-jh3-A-05-03b.txt:250, m-jh3-A-05-08s.txt:104, m-jh3-A-05-08s.txt:174
14 検算・答え・条件を確認する	負の数も確認する	2	m-jh3-A-04-01b.txt:84, m-jh3-A-04-01b.txt:134
14 検算・答え・条件を確認する	負の数を2乗することを確認する	1	m-jh3-A-04-03b.txt:104
14 検算・答え・条件を確認する	面の上にあるかを確認する	1	m-jh1-C-02-03b.txt:177
14 検算・答え・条件を確認する	項を色分けして確認する	2	m-jh1-A-02-05b.txt:92, m-jh1-A-02-05s.txt:92

## 15 間違えやすいポイント・注意を確認する
15 間違えやすいポイント・注意を確認する	$1$は素数ではないことに注意する	1	m-jh1-A-01-20b.txt:76
15 間違えやすいポイント・注意を確認する	マイナスのかけ算に注意する	1	m-jh1-A-02-04b.txt:244

## 99 その他
99 その他	$(b + 3)$ を $M$ とおく	1	m-jh3-A-01-03b.txt:111
99 その他	$(x+a)^2$ の形を作るために加える数を考える	1	m-jh3-A-05-05s.txt:186
99 その他	$(y + 3)$ を $M$ とおく	1	m-jh3-A-01-03b.txt:70
99 その他	$(y - 4)$ を $M$ とおく	1	m-jh3-A-01-03b.txt:152
99 その他	$-0.1$ と $-0.7$ の位置を比べる	1	m-jh1-A-01-03b.txt:125
99 その他	$-12$ と原点 $0$ との距離を考える	1	m-jh1-A-01-04b.txt:72
99 その他	$-\frac{5}{4}$ と原点 $0$ との距離を考える	1	m-jh1-A-01-04b.txt:140
99 その他	$0$ と $-2$ の位置を比べる	1	m-jh1-A-01-03b.txt:83
99 その他	$0.6$ と原点 $0$ との距離を考える	1	m-jh1-A-01-04b.txt:106
99 その他	$1$から$30$までの整数の中で、$1$とその数自身でしか割り切れない数を探す	1	m-jh1-A-01-20b.txt:74
99 その他	$1$と自分自身以外に約数があるかどうかを1つずつ調べる	1	m-jh1-A-01-20b.txt:96
99 その他	$12$ を素因数の形で見る	1	m-jh3-A-04-17s.txt:134
99 その他	$147$を小さい素数から順に割っていく	1	m-jh1-A-01-20b.txt:146
99 その他	$18$ を素因数の形で見る	1	m-jh3-A-04-17s.txt:82
99 その他	$24$を小さい素数から順に割っていく	1	m-jh1-A-01-20b.txt:119
99 その他	$3\%$ の食塩水を $x\ \mathrm{g}$、$9\%$ の食塩水を $y\ \mathrm{g}$ とする	1	m-jh2-A-03-15s.txt:66
99 その他	$441$を素数で順に割っていく	1	m-jh1-A-01-21s.txt:72
99 その他	$4\%$ の食塩水を $x\mathrm{g}$、$8\%$ の食塩水を $y\mathrm{g}$ とする	1	m-jh2-A-03-15b.txt:70
99 その他	$5$ 以上で最小のものを探す	1	m-jh3-A-04-17b.txt:114
99 その他	$6$ 分後の水の量を読む	1	m-jh2-B-01-19b.txt:263
99 その他	$60^\circ$ を二等分する	1	m-jh1-C-01-13b.txt:425
99 その他	$60^\circ$ を作る	1	m-jh1-C-01-13b.txt:417
99 その他	$8$ 以上で最小の $a$ を考える	1	m-jh3-A-04-17s.txt:144
99 その他	$M$ を $(b + 3)$ に戻す	1	m-jh3-A-01-03b.txt:125
99 その他	$M$ を $(y + 3)$ に戻す	1	m-jh3-A-01-03b.txt:84
99 その他	$M$ を $(y - 4)$ に戻す	1	m-jh3-A-01-03b.txt:166
99 その他	$M=a+b$ をもどす	1	m-jh3-A-01-10b.txt:86
99 その他	$M=a-b$ をもとに戻す	1	m-jh3-A-02-06b.txt:125
99 その他	$M=a-b$ をもどす	1	m-jh3-A-01-10s.txt:135
99 その他	$M=x+y$ をもとに戻す	1	m-jh3-A-02-06b.txt:86
99 その他	$M=x-y$ をもとに戻す	1	m-jh3-A-02-06s.txt:120
99 その他	$M=x-y$ をもどす	1	m-jh3-A-01-10b.txt:133
99 その他	$\hlblue{(+)}$ は省略して答える	2	m-jh1-A-01-09b.txt:129, m-jh1-A-01-09b.txt:318
99 その他	$\sqrt{0.5}$ を $\sqrt{2}$ を使った形にする	1	m-jh3-A-04-18b.txt:117
99 その他	$\sqrt{12}$ を簡単にする	2	m-jh3-A-04-12b.txt:121, m-jh3-A-04-12s.txt:142
99 その他	$\sqrt{5}$ を2乗する	1	m-jh3-A-04-03b.txt:78
99 その他	$\sqrt{75}$ を簡単にする	1	m-jh3-A-04-12s.txt:133
99 その他	$\sqrt{8}$ を $\sqrt{2}$ を使った形にする	1	m-jh3-A-04-18b.txt:71
99 その他	$\sqrt{8}$ を簡単にする	1	m-jh3-A-04-12s.txt:79
99 その他	$\sqrt{90}$ を簡単にする	1	m-jh3-A-04-13s.txt:129
99 その他	$\triangle ABD$ に注目する	1	m-jh3-C-01-09b.txt:264
99 その他	$\triangle BCD$ に注目する	1	m-jh3-C-01-09b.txt:288
99 その他	$a$ と $b$ の符号と候補を考える	2	m-jh3-A-02-02b.txt:92, m-jh3-A-02-02b.txt:157
99 その他	$a$ と $c$ について考える	1	m-jh2-C-01-01b.txt:176
99 その他	$a$ の形を考える	1	m-jh3-A-04-17b.txt:107
99 その他	$b$ と $d$ について考える	1	m-jh2-C-01-01b.txt:168
99 その他	$x$ が0でない限り（人数は1人以上とする）、与えられた $x$ に対して $y$ は一つに決まる（例：$x=2$ のとき $y=1$、$x=4$ のとき $y=0.5$）	1	m-jh1-B-01-01b.txt:178
99 その他	$x$ が与えられれば $y$ はただひとつに決まる（例：$x=8$ のとき $y=2$、$x=2$ のとき $y=0.5$）	1	m-jh1-B-01-01b.txt:225
99 その他	$x$ が何倍になると $y$ は何倍になるか	1	m-jh3-B-01-01b.txt:161
99 その他	$x$ にかけられている数を取り出す	1	m-jh1-A-02-05b.txt:145
99 その他	$x$ の係数から加える値を考える	3	m-jh3-A-05-05b.txt:92, m-jh3-A-05-05b.txt:148, m-jh3-A-05-05s.txt:114
99 その他	$x$ の係数をそろえるために、①を $3$ 倍、②を $2$ 倍する	2	m-jh2-A-03-04b.txt:86, m-jh2-A-03-04b.txt:152
99 その他	$x$ の係数をそろえるために、①を $3$ 倍、③を $2$ 倍する	1	m-jh2-A-03-08s.txt:193
99 その他	$x$ の係数をそろえるために、①を $4$ 倍、②を $3$ 倍する	1	m-jh2-A-03-04s.txt:93
99 その他	$x$ の係数をそろえるために、①を $5$ 倍、②を $2$ 倍する	1	m-jh2-A-03-03s.txt:166
99 その他	$x$ の値を1つ決める	1	m-jh1-B-01-13b.txt:122
99 その他	$x$ の値を選ぶ	1	m-jh1-B-01-13b.txt:188
99 その他	$x$ を答える	1	m-jh2-C-02-04b.txt:96
99 その他	$x^2+2ax=b$ の形にする	1	m-jh3-A-05-05s.txt:176
99 その他	$xy$ の形に直す	1	m-jh1-B-02-01b.txt:253
99 その他	$y$ と $x^2$ の関係を見る	1	m-jh3-B-01-01b.txt:140
99 その他	$y$ について解く	2	m-jh1-B-02-02b.txt:82, m-jh1-B-02-03b.txt:82
99 その他	$y$ の係数をそろえるために、①を $4$ 倍、②を $3$ 倍する	1	m-jh2-A-03-04s.txt:167
99 その他	$y$ の係数をそろえるために、③を $2$ 倍、④を $3$ 倍する	1	m-jh2-A-03-09s.txt:123
99 その他	$y=2$ になるところを読む	1	m-jh2-B-01-19b.txt:181
99 その他	$y=2x^2$ と $y=-2x^2$ を比べる	1	m-jh3-B-01-04b.txt:150
99 その他	$y=ax+b$ の形に直す	1	m-jh2-B-01-14b.txt:108
99 その他	$y=ax^2$ とおく	1	m-jh3-B-01-02b.txt:211
99 その他	$y=x^2$ と $y=2x^2$ を比べる	1	m-jh3-B-01-03b.txt:149
99 その他	1つずつやってみよう	4	m-jh1-A-01-01b.txt:185, m-jh1-A-01-01b.txt:216, m-jh1-A-01-01b.txt:247, m-jh1-A-01-01b.txt:278
99 その他	1つずつ符号をつける	1	m-jh1-A-01-01s.txt:104
99 その他	1つずつ調べてみよう	1	m-jh1-A-01-01b.txt:310
99 その他	1つ目の式を10倍する	1	m-jh2-A-03-09b.txt:141
99 その他	1つ目の式を簡単にする	1	m-jh2-A-03-07b.txt:146
99 その他	1の底面を見る	1	m-jh1-C-02-01b.txt:131
99 その他	2Lを $x\ \text{人}$で等しく分けると、1人分は全体を人数で割るので	1	m-jh1-B-01-01b.txt:172
99 その他	2つに共通している素因数を探す	1	m-jh1-A-01-20b.txt:181
99 その他	2つの平面が交わるかを見る	1	m-jh1-C-02-04b.txt:162
99 その他	2つの平面が交わるところを見る	1	m-jh1-C-02-04b.txt:210
99 その他	2つの平面が重なる部分を見る	1	m-jh1-C-02-04b.txt:117
99 その他	2つの式に番号をつけ、解き方を決める	1	m-jh2-A-03-06b.txt:81
99 その他	2つの式に番号をつける	19	m-jh2-A-03-02s.txt:77, m-jh2-A-03-02s.txt:141, m-jh2-A-03-03b.txt:76, m-jh2-A-03-03b.txt:146, m-jh2-A-03-03s.txt:76
99 その他	2つの式をどちらも満たすものを選ぶ	1	m-jh2-A-03-01s.txt:163
99 その他	2つの式を加えて、$y$ を消す	1	m-jh2-A-03-09s.txt:131
99 その他	2つの式を同時に満たす組を見つける	1	m-jh2-A-03-01s.txt:109
99 その他	2つの式を引いて、$x$ を消す	6	m-jh2-A-03-04b.txt:95, m-jh2-A-03-04b.txt:160, m-jh2-A-03-04s.txt:101, m-jh2-A-03-08s.txt:120, m-jh2-A-03-08s.txt:201
99 その他	2つの式を引いて、$y$ を消す	1	m-jh2-A-03-04s.txt:175
99 その他	2つの面が交わるところを見る	1	m-jh1-C-02-04b.txt:270
99 その他	2の底面と頂点を見る	1	m-jh1-C-02-01b.txt:141
99 その他	2乗が0になる条件を使う	1	m-jh3-A-05-03b.txt:234
99 その他	2乗して $9$ になる正の数を考える	1	m-jh3-A-04-01b.txt:77
99 その他	2乗になる条件を考える	1	m-jh1-A-01-20s.txt:136
99 その他	2元1次方程式 $3x + 2y =21$を$y$について解く	1	m-jh2-A-03-01b.txt:76
99 その他	2元1次方程式 $x-y=2$ を $y$ について解く	1	m-jh2-A-03-01b.txt:131
99 その他	2本の式に分ける	2	m-jh2-A-03-10b.txt:72, m-jh2-A-03-10b.txt:115
99 その他	2次方程式だけを選ぶ	1	m-jh3-A-05-01b.txt:94
99 その他	2次方程式の形にする	1	m-jh3-A-05-09s.txt:144
99 その他	2次方程式を作る	2	m-jh3-A-05-11s.txt:172, m-jh3-A-05-11s.txt:317
99 その他	2点を通る直線を引く	3	m-jh2-B-01-04b.txt:135, m-jh2-B-01-04b.txt:180, m-jh2-B-01-04b.txt:229
99 その他	3つが等しいので、2本の式に分けて連立方程式の形にする	2	m-jh2-A-03-10s.txt:68, m-jh2-A-03-10s.txt:118
99 その他	3個分を考える	1	m-jh1-A-02-03b.txt:70
99 その他	B地点の値を読む	1	m-jh1-A-01-19b.txt:98
99 その他	①'+② をして、$y$ を消す	3	m-jh2-A-03-07b.txt:102, m-jh2-A-03-08b.txt:153, m-jh2-A-03-09b.txt:97
99 その他	①'−② をして、$x$ を消す	2	m-jh2-A-03-03s.txt:105, m-jh2-A-03-08b.txt:96
99 その他	①'−②' をして、$x$ を消す	1	m-jh2-A-03-03s.txt:191
99 その他	①'＋③をして、$y$ を消す	1	m-jh2-A-03-07s.txt:118
99 その他	①+② をして $y$ を消す	2	m-jh2-A-03-12b.txt:134, m-jh2-A-03-12s.txt:185
99 その他	①+② をして、$y$ を消す	1	m-jh2-A-03-06b.txt:142
99 その他	①−②' をして、$x$ を消す	1	m-jh2-A-03-03b.txt:173
99 その他	①、②の式から小数をなくす	1	m-jh2-A-03-09s.txt:83
99 その他	①、②を連立方程式の形にする	3	m-jh2-A-03-12s.txt:97, m-jh2-A-03-14s.txt:97, m-jh2-A-03-15s.txt:94
99 その他	①から②'をひいて、$x$ を消す	1	m-jh2-A-03-09b.txt:161
99 その他	①と②をたして、$y$ を消す	1	m-jh2-A-03-06s.txt:162
99 その他	①より、$y=x+1$ と見る	1	m-jh2-A-03-10b.txt:82
99 その他	①を $2$ 倍して、$y$ の係数をそろえる	1	m-jh2-A-03-13s.txt:100
99 その他	①を3倍して、$x$ の係数をそろえる	1	m-jh2-A-03-07s.txt:192
99 その他	①を4倍して②からひく	1	m-jh2-A-03-15s.txt:177
99 その他	①を5倍して②からひく	1	m-jh2-A-03-15b.txt:154
99 その他	①を8倍して②からひく	1	m-jh2-A-03-14s.txt:183
99 その他	①＋②をして、$y$ を消す	2	m-jh2-A-03-10s.txt:131, m-jh2-A-03-12s.txt:110
99 その他	②-① をして $y$ を消す	1	m-jh2-A-03-14b.txt:138
99 その他	②−①' をして、$x$ を消す	1	m-jh2-A-03-03b.txt:103
99 その他	②−①をして、$x$ を消す	1	m-jh2-A-03-15s.txt:107
99 その他	②から①'をひいて、$x$ を消す	1	m-jh2-A-03-07s.txt:197
99 その他	②から①をひいて、$x$ を消す	1	m-jh2-A-03-07b.txt:161
99 その他	②と、①を $8$ 倍した式を縦に並べる	1	m-jh2-A-03-14s.txt:110
99 その他	②を $2$ 倍して、$y$ の係数をそろえる	1	m-jh2-A-03-07s.txt:106
99 その他	②を2倍して、$x$ の係数をそろえる	1	m-jh2-A-03-09b.txt:156
99 その他	③と、②を $4$ 倍した式を縦に並べる	1	m-jh2-A-03-08s.txt:112
99 その他	ある正の数を $x$ とおく	1	m-jh3-A-05-09b.txt:130
99 その他	かけて$1$になる数を考える	2	m-jh1-A-01-13b.txt:86, m-jh1-A-01-13b.txt:167
99 その他	かけて1になる数を考える	1	m-jh1-A-01-13b.txt:124
99 その他	かけ合わせている文字の数を数える	2	m-jh2-A-01-02b.txt:80, m-jh2-A-01-02b.txt:109
99 その他	かけ算してからたし算をする	1	m-jh1-A-02-04b.txt:218
99 その他	かけ算とわり算をまとめて分数の形にする	4	m-jh2-A-01-12b.txt:75, m-jh2-A-01-12b.txt:116, m-jh2-A-01-12s.txt:76, m-jh2-A-01-12s.txt:115
99 その他	かけ算をする	2	m-jh1-A-02-04b.txt:112, m-jh1-A-02-04b.txt:192
99 その他	かけ算記号を省略し、数字を前に書く	1	m-jh1-A-02-02b.txt:292
99 その他	かけ算記号を省略し、文字をアルファベット順に並べる	1	m-jh1-A-02-02b.txt:262
99 その他	かけ算記号を省略する	3	m-jh1-A-02-02b.txt:87, m-jh1-A-02-02b.txt:323, m-jh1-A-02-02b.txt:343
99 その他	さらに $b$ で割る	1	m-jh1-A-02-02b.txt:317
99 その他	すべての項の因数をしらべて、共通するものを探す	1	m-jh3-A-02-01b.txt:104
99 その他	それぞれ0とおく	1	m-jh3-A-05-02s.txt:121
99 その他	それぞれの式を $y$ について解く	1	m-jh2-A-03-01s.txt:81
99 その他	それぞれの式を $y=$ の形に直す	1	m-jh2-B-01-14b.txt:163
99 その他	それぞれの項を簡単にする	3	m-jh2-A-01-07b.txt:91, m-jh2-A-01-07b.txt:134, m-jh2-A-01-07s.txt:92
99 その他	それぞれ基準点との差の確認	1	m-jh1-A-01-19s.txt:116
99 その他	それぞれ解く	2	m-jh3-A-05-02s.txt:80, m-jh3-A-05-03s.txt:180
99 その他	たし算の記号は省略しない	2	m-jh1-A-02-02b.txt:354, m-jh1-A-02-02b.txt:381
99 その他	たし算をする	3	m-jh1-A-01-16b.txt:85, m-jh1-A-01-16b.txt:162, m-jh1-A-01-16b.txt:197
99 その他	できる立体を判断する	1	m-jh1-C-02-08b.txt:137
99 その他	なめらかな曲線で結ぶ	2	m-jh1-B-02-05b.txt:145, m-jh1-B-02-05b.txt:204
99 その他	ひき算の記号は省略しない	1	m-jh1-A-02-02b.txt:414
99 その他	ひき算をする	1	m-jh1-A-01-16b.txt:121
99 その他	ひく数の符号を変えて、加法に直す	4	m-jh1-A-01-07b.txt:77, m-jh1-A-01-07b.txt:119, m-jh1-A-01-07b.txt:160, m-jh1-A-01-07b.txt:202
99 その他	ひげの端を読む	1	m-jh2-D-02-04b.txt:168
99 その他	ひげをかく	1	m-jh2-D-02-04b.txt:136
99 その他	まとめる	1	m-jh2-A-01-11b.txt:126
99 その他	もとの形で答える	1	m-jh3-A-04-05b.txt:117
99 その他	もとの方程式に戻す	2	m-jh3-A-05-08b.txt:92, m-jh3-A-05-08b.txt:149
99 その他	わり算を分数の形にする	1	m-jh3-A-04-10s.txt:228
99 その他	ノートを $x$ 個、ペンを $y$ 個とする	1	m-jh2-A-03-11b.txt:69
99 その他	ボールペン $b$本で	1	m-jh1-A-02-03s.txt:115
99 その他	ポンプの台数と時間の関係を考える	1	m-jh1-B-03-02b.txt:142
99 その他	マイナスの符号をつける	1	m-jh1-A-01-16b.txt:157
99 その他	上から順に区間の比を見つける	1	m-jh3-C-01-10b.txt:185
99 その他	不足している素因数をかける	1	m-jh1-A-01-20s.txt:143
99 その他	与えられた $x$ に対して $y$ はただ1つに決まります（例：$x=2$ のとき $y=4\pi$、$x=3$ のとき $y=9\pi$）	1	m-jh1-B-01-01b.txt:134
99 その他	与えられた $x$ に対して $y$ は唯一に決まる（例：$x=3$ のとき $y=240$、$x=5$ のとき $y=400$）	1	m-jh1-B-01-01b.txt:157
99 その他	両式をそのまま並べて $x$ を消す準備をする	1	m-jh2-A-03-02b.txt:76
99 その他	両方の式を10倍する	1	m-jh2-A-03-09s.txt:183
99 その他	両方の数に共通して含まれる素因数を見つける	1	m-jh1-A-01-21s.txt:158
99 その他	中心と接点を結ぶ	1	m-jh1-C-01-14b.txt:145
99 その他	交わるかを見る	2	m-jh1-C-02-02b.txt:225, m-jh1-C-02-03b.txt:226
99 その他	交点を結ぶ	1	m-jh1-C-01-09b.txt:152
99 その他	交点を見る	1	m-jh1-C-02-03b.txt:281
99 その他	交点を通る面上の2本の直線を見る	1	m-jh1-C-02-03b.txt:285
99 その他	位置関係を答える	5	m-jh1-C-02-02b.txt:178, m-jh1-C-02-03b.txt:128, m-jh1-C-02-03b.txt:290, m-jh1-C-02-04b.txt:122, m-jh1-C-02-04b.txt:166
99 その他	係数だけをまとめる	2	m-jh3-A-04-11s.txt:79, m-jh3-A-04-11s.txt:124
99 その他	係数と文字をかけ算の形に分ける	4	m-jh2-A-01-12b.txt:81, m-jh2-A-01-12b.txt:121, m-jh2-A-01-12s.txt:82, m-jh2-A-01-12s.txt:121
99 その他	係数どうしをかける	1	m-jh3-A-04-10s.txt:79
99 その他	係数をかける	1	m-jh3-A-04-10b.txt:108
99 その他	係数を分数でそろえる	1	m-jh3-A-04-13s.txt:164
